6	0.172079392018153	-0.081761553107735	0.213258428507027	2.82106114443048	-0.0353513910486333	0.569873393860062	0.744489023694313	2.33127399596398	-1.24679398574975	-0.349148609892272	-1.39301023620845
6	-0.65743400478106	0.215873591538631	0.0479962209558179	-0.944668824221624	0.147731996058114	-1.2528907437592	-0.149669343249378	-0.00915323711379638	0.739953091843084	0.00134170957329105	-0.824191529337919
6	1.4756004441312	0.0174501617743873	0.543782843609446	0.100271952420058	0.1935028428348	-0.312109253375066	-0.973236260171199	0.358628185226999	0.475053481497373	-0.436771189758662	-0.336632637734605
6	0.409083219675071	-0.478608412636224	-0.117265986595392	0.415725771783585	0.559669617048294	0.687471080158079	1.12097675714429	0.525801559018291	0.0114791633923784	-0.787261509224225	-0.499152268269042
6	0.409083219675071	-0.478608412636224	-0.117265986595392	0.415725771783585	0.559669617048294	0.687471080158079	1.12097675714429	0.525801559018291	0.0114791633923784	-0.787261509224225	-0.499152268269042
6	1.4756004441312	0.0174501617743873	0.543782843609446	0.100271952420058	0.1935028428348	-0.312109253375066	-0.973236260171199	0.358628185226999	0.475053481497373	-0.436771189758662	-0.336632637734605
6	-0.775935918609518	0.414297021302876	-1.43936364700507	0.119987816130279	-0.0353513910486333	-0.312109253375066	-0.0555474098868842	0.291758835710498	-0.0547457391940481	-0.17390345015949	-0.7429317140707
6	0.172079392018153	-0.081761553107735	0.213258428507027	2.82106114443048	-0.0353513910486333	0.569873393860062	0.744489023694313	2.33127399596398	-1.24679398574975	-0.349148609892272	-1.39301023620845
6	-0.65743400478106	0.215873591538631	0.0479962209558179	-0.944668824221624	0.147731996058114	-1.2528907437592	-0.149669343249378	-0.00915323711379638	0.739953091843084	0.00134170957329105	-0.824191529337919
6	1.4756004441312	-0.577820127518346	0.791676154936259	-0.964384687931844	-0.0811222378253201	-0.429706939673083	-0.220260793271248	-0.076022586630298	0.210153871151664	-0.349148609892272	0.394705699670368
5	1.4756004441312	-0.081761553107735	0.62641394738505	-0.974242619786955	-0.584601552368873	-1.42928727320623	-1.7732726937524	-1.07906282937793	-1.31301888833618	0.614699768638026	1.20730385234256
5	2.06811001327349	-0.478608412636224	0.543782843609446	-0.432056367755893	-0.4930598588155	-1.07649421431218	-0.690870460083718	0.224889486193996	-0.31964534953976	0.351832029038854	-0.661671898803481
5	1.23859661647428	-0.974666987046835	0.295889532282632	-1.02353227906251	-0.264205624932067	-1.13529305746119	-1.49090689366492	-0.677846732278886	-0.0547457391940481	1.22805782770276	0.23218606913593
7	-0.301928263295683	-1.17309041681108	0.543782843609446	-0.964384687931844	-0.0811222378253201	0.746269923307088	0.10916597349748	-0.94532413034493	2.32935075391736	0.264209449172463	1.53234311341144
5	1.71260427178812	1.4064141701241	2.36166712667275	2.53518112063228	-0.264205624932067	0.334678021264028	0.79154999037556	2.06379659789798	-1.37924379092261	1.57854814716832	-0.661671898803481
7	-0.301928263295683	-1.07387870192896	0.378520636058236	-0.964384687931844	-0.63037239914556	-0.429706939673083	-0.620279010061847	-0.878454780828428	0.408828578910946	0.527077188771636	0.719744960739245
6	-0.65743400478106	2.00168445941683	-2.43093689231232	-1.04324814277273	0.0104194557280534	-0.312109253375066	-0.926175293489952	-0.410369334212843	0.34260367632452	-1.13775182868979	-0.7429317140707
8	-0.775935918609518	3.78749532729503	1.20483167381428	-1.02353227906251	-0.76768493947562	-0.370908096524075	-1.49090689366492	-1.61401762551002	0.93862779960237	-0.874884089090616	1.85738237448031
6	0.646087047331989	0.61272045106712	0.709045051160655	-1.04324814277273	-0.584601552368873	-1.07649421431218	0.768019507034937	-0.778150756553639	-0.452095154712616	0.351832029038854	0.638485145472026
